"key","en","cs"
"StaticItemNames.leggingsNames[169]","Bloodguard Greaves","Krvavé strážní holenice"
"StaticItemNames.leggingsNames[170]","Thunderstriders of Ash","Hromokráčeči popela"
"StaticItemNames.leggingsNames[171]","The Taskmaster Greaves","Náholenice dozorce"
"StaticItemNames.leggingsNames[172]","Greaves of the Runekeeper","Náholenice strážce run"
"StaticItemNames.leggingsNames[173]","Warstriders of Dawn","Váleční kráčeči úsvitu"
"StaticItemNames.leggingsNames[174]","Doomstrider Greaves","Záhubné chodcovské holenice"
"StaticItemNames.leggingsNames[175]","The Stormcaller Greaves","Náholenice vyvolávače bouří"
"StaticItemNames.leggingsNames[176]","Greaves of Storms","Náholenice bouří"
"StaticItemNames.leggingsNames[177]","Duskstriders of Ruin","Soumračné chodci zkázy"
"StaticItemNames.leggingsNames[178]","Nightguard Legs","Nohavice noční stráže"
"StaticItemNames.leggingsNames[179]","The Firelord Greaves","Náholenice pána ohně"
"StaticItemNames.leggingsNames[180]","Greaves of Flame","Náholenice plamene"
"StaticItemNames.leggingsNames[181]","Crimson Strider Greaves","Šarlatové chodcovské holenice"
"StaticItemNames.leggingsNames[182]","Voidstriders of Night","Prázdnotní kráčeči noci"
"StaticItemNames.leggingsNames[183]","The Frostlord Greaves","Náholenice pána mrazu"
"StaticItemNames.leggingsNames[184]","Greaves of the Frostlord","Náholenice pána mrazu"
"StaticItemNames.leggingsNames[185]","Ironlegs of Night","Železné nohavice noci"
"StaticItemNames.leggingsNames[186]","Flamestriders of Ash","Plamenní chodci popele"
"StaticItemNames.leggingsNames[187]","The Stormlord Greaves","Náholenice pána bouří"
"StaticItemNames.leggingsNames[188]","Greaves of the Stormlord","Náholenice pána bouří"
"StaticItemNames.leggingsNames[189]","Starstrider Greaves","Náholenice hvězdného kráčeče"
"StaticItemNames.leggingsNames[190]","Dawnguard Legs","Úsvitové strážní nohy"
"StaticItemNames.leggingsNames[191]","The Doomsayer Greaves","Náholenice zvěstovatele zkázy"
"StaticItemNames.leggingsNames[192]","Greaves of the Doomsayer","Náholenice zvěstovatele zkázy"
"StaticItemNames.leggingsNames[193]","Bloodstriders of Night","Krvavé chodci noci"
"StaticItemNames.leggingsNames[194]","Shadowguard Legs","Nohavice stínové stráže"
"StaticItemNames.leggingsNames[195]","The Stalker Greaves","Náholenice stopaře"
"StaticItemNames.leggingsNames[196]","Greaves of the Stalker","Náholenice stopaře"
"StaticItemNames.leggingsNames[197]","Thunderstriders of Ruin","Hromokráčeči zkázy"
"StaticItemNames.leggingsNames[198]","Warstriders of Night","Váleční kráčeči noci"
"StaticItemNames.leggingsNames[199]","The Demongreaves","Démonické náholenice"
"StaticItemNames.leggingsNames[200]","Greaves of Demons","Náholenice démonů"
"StaticItemNames.leggingsNames[201]","Froststriders of Ruin","Mrazivé chodci zkázy"
"StaticItemNames.leggingsNames[202]","Ashstriders of Dusk","Popelové chodci soumraku"
"StaticItemNames.leggingsNames[203]","The Spiritguard Greaves","Holenice strážců duchů"
"StaticItemNames.leggingsNames[204]","Greaves of Spirits","Holenice duchů"
"StaticItemNames.leggingsNames[205]","Moonstriders of Valor","Měsíční chodci statečnosti"
"StaticItemNames.leggingsNames[206]","Voidstriders of Ash","Prázdnotní chodci popele"
"StaticItemNames.leggingsNames[207]","The Ironclad Greaves","Ocelové holenice"
"StaticItemNames.leggingsNames[208]","Greaves of the Ironclad","Holenice ocelového"
"StaticItemNames.leggingsNames[209]","Stormstriders of Night","Bouřní chodci noci"
"StaticItemNames.leggingsNames[210]","Doomleggings","Záhubné nohavice"
"StaticItemNames.leggingsNames[211]","The Nightlord Greaves","Holenice nočního pána"
"StaticItemNames.leggingsNames[212]","Greaves of the Nightlord","Holenice pána noci"
"StaticItemNames.leggingsNames[213]","Crimson Leggings","Šarlatové nohavice"
"StaticItemNames.leggingsNames[214]","Dreadstriders of Ruin","Děsivé chodci zkázy"
"StaticItemNames.leggingsNames[215]","The Fatebringer Greaves","Holenice nositele osudu"
"StaticItemNames.leggingsNames[216]","Greaves of Fate","Holenice osudu"
"StaticItemNames.leggingsNames[217]","Nightstriders of Ash","Noční chodci popele"
"StaticItemNames.leggingsNames[218]","Flamestriders of Dawn","Plamenní chodci úsvitu"
"StaticItemNames.leggingsNames[219]","The Gravekeeper Greaves","Holenice hrobníka"
"StaticItemNames.leggingsNames[220]","Greaves of the Grave","Holenice hrobu"
"StaticItemNames.leggingsNames[221]","Ironstriders of Ruin","Železní chodci zkázy"
"StaticItemNames.leggingsNames[222]","Bloodstriders of Fury","Krvavé chodci zuřivosti"
"StaticItemNames.leggingsNames[223]","The Siegebreaker Greaves","Holenice přerušovatele obležení"
"StaticItemNames.leggingsNames[224]","Greaves of the Siege","Holenice obležení"
"StaticItemNames.leggingsNames[225]","Duskstriders of Night","Soumračné chodci noci"
"StaticItemNames.leggingsNames[226]","Thunderguard Legs","Hromové strážní nohy"
"StaticItemNames.leggingsNames[227]","The Runelord Greaves","Holenice pána run"
"StaticItemNames.leggingsNames[228]","Greaves of Runes","Holenice run"
"StaticItemNames.leggingsNames[229]","Ashstriders of Night","Popelové chodci noci"
"StaticItemNames.leggingsNames[230]","Starstriders of Night","Hvězdní chodci noci"
"StaticItemNames.leggingsNames[231]","The Dreadseer Greaves","Holenice děsivého věštce"
"StaticItemNames.leggingsNames[232]","Greaves of the Dreadseer","Holenice věštce hrůzy"
"StaticItemNames.leggingsNames[233]","Moonlegs of Valor","Měsíční nohy statečnosti"
"StaticItemNames.leggingsNames[234]","Warguard Legs","Válečné strážní nohy"
"StaticItemNames.leggingsNames[235]","The Steelwarden Greaves","Holenice ocelového strážce"
"StaticItemNames.leggingsNames[236]","Greaves of Steel","Ocelové holenice"
"StaticItemNames.leggingsNames[237]","Froststriders of Night","Mrazivé chodci noci"
"StaticItemNames.leggingsNames[238]","Shadowstriders of Ruin","Stínové chodci zkázy"
"StaticItemNames.leggingsNames[239]","The Bonekeeper Greaves","Holenice strážce kostí"
"StaticItemNames.leggingsNames[240]","Greaves of the Bonekeeper","Holenice kostního strážce"
"StaticItemNames.leggingsNames[241]","Stormguard Legs","Bouřné strážní nohy"
"StaticItemNames.leggingsNames[242]","Voidstriders of Fury","Prázdnotné chodci zuřivosti"
"StaticItemNames.leggingsNames[243]","The Duskwarden Greaves","Holenice soumračného strážce"
"StaticItemNames.leggingsNames[244]","Greaves of Dusk","Holenice soumraku"
"StaticItemNames.leggingsNames[245]","Dawnstriders of Valor","Úsvitové chodci statečnosti"
"StaticItemNames.leggingsNames[246]","Flameguard Leggings","Plamenné strážní nohavice"
"StaticItemNames.leggingsNames[247]","The Lichguard Greaves","Holenice strážce licha"
"StaticItemNames.leggingsNames[248]","Greaves of the Lich","Holenice licha"
"StaticItemNames.leggingsNames[249]","Ironguard Legs","Železné strážní nohy"
"StaticItemNames.leggingsNames[250]","Bloodguard Legs","Krvavé strážní nohy"
"StaticItemNames.leggingsNames[251]","The Soulkeeper Greaves","Holenice strážce duší"
"StaticItemNames.leggingsNames[252]","Greaves of Souls","Holenice duší"
"StaticItemNames.leggingsNames[253]","Thunderstriders of Valor","Hromové chodci statečnosti"
"StaticItemNames.leggingsNames[254]","Nightstriders of Dusk","Noční chodci soumraku"
"StaticItemNames.leggingsNames[255]","The Ebongreaves","Eben holenice"
"StaticItemNames.leggingsNames[256]","Greaves of Ebony","Holenice z ebenu"
"StaticItemNames.leggingsNames[257]","Ashstriders of Valor","Popelové chodci statečnosti"
"StaticItemNames.leggingsNames[258]","Dreadguard Greaves","Děsivé strážní holenice"
"StaticItemNames.leggingsNames[259]","The Tombkeeper Greaves","Holenice hrobního strážce"
"StaticItemNames.leggingsNames[260]","Greaves of the Tomb","Holenice hrobu"
"StaticItemNames.leggingsNames[261]","Doomguard Legs","Záhubné strážní nohy"
"StaticItemNames.leggingsNames[262]","Crimson Legguards","Šarlatové chrániče nohou"
"StaticItemNames.leggingsNames[263]","The Dawnwarden Greaves","Holenice úsvitového strážce"
"StaticItemNames.leggingsNames[264]","Greaves of the Dawnwarden","Holenice strážce úsvitu"
"StaticItemNames.leggingsNames[265]","Warlegs of Night","Válečné nohy noci"
"StaticItemNames.leggingsNames[266]","Frostguard Leggings","Mrazivé strážní nohavice"
"StaticItemNames.leggingsNames[267]","The Stargazer Greaves","Holenice hvězdáře"
"StaticItemNames.leggingsNames[268]","Greaves of the Stargazer","Holenice pozorovatele hvězd"
"StaticItemNames.leggingsNames[269]","Moonguard Legs","Měsíční strážní nohy"
"StaticItemNames.leggingsNames[270]","Shadowguard Leggings","Stínové strážní nohavice"
"StaticItemNames.leggingsNames[271]","The Abyssal Greaves","Propastné holenice"
"StaticItemNames.leggingsNames[272]","Greaves of the Abyssal","Holenice propasti"
"StaticItemNames.leggingsNames[273]","Ironheart Greaves","Holenice železného srdce"
"StaticItemNames.leggingsNames[274]","Ashguard Legs","Popelové strážní nohy"
"StaticItemNames.leggingsNames[275]","The Dragon Greaves","Dračí holenice"
"StaticItemNames.leggingsNames[276]","Greaves of Dragons","Holenice draků"
"StaticItemNames.leggingsNames[277]","Stormstriders of Valor","Bouřní chodci statečnosti"
"StaticItemNames.leggingsNames[278]","Voidguard Legs","Prázdnotné strážní nohy"
"StaticItemNames.leggingsNames[279]","The Wyvern Greaves","Vyvernové holenice"
"StaticItemNames.leggingsNames[280]","Greaves of the Wyvern","Holenice wyverna"
"StaticItemNames.leggingsNames[281]","Thunderstriders of Dawn","Hromové chodci úsvitu"
"StaticItemNames.leggingsNames[282]","Dawnguard Leggings","Úsvitové strážní nohavice"
"StaticItemNames.leggingsNames[283]","The Golem Greaves","Golemové holenice"
"StaticItemNames.leggingsNames[284]","Greaves of the Golem","Holenice golema"
"StaticItemNames.leggingsNames[285]","Froststriders of Valor","Mrazivé chodci statečnosti"
"StaticItemNames.leggingsNames[286]","Bloodguard Leggings","Krvavé strážní nohavice"
"StaticItemNames.leggingsNames[287]","The Valor Greaves","Holenice statečnosti"
"StaticItemNames.leggingsNames[288]","Greaves of Eternity Lost","Holenice ztracené věčnosti"
"StaticItemNames.leggingsNames[289]","Warstriders of Valor","Váleční chodci statečnosti"
"StaticItemNames.leggingsNames[290]","Doomguard Leggings","Záhubné strážní nohavice"
"StaticItemNames.leggingsNames[291]","The Shadowbane Greaves","Holenice zhoubce stínů"
"StaticItemNames.leggingsNames[292]","Greaves of the Shadowbane","Holenice stínové zhouby"
"StaticItemNames.leggingsNames[293]","Nightguard Leggings","Noční strážní nohavice"
"StaticItemNames.leggingsNames[294]","Flameguard of Valor","Plamenný strážce statečnosti"
"StaticItemNames.leggingsNames[295]","The Dawnbreaker Greaves","Holenice úsvitového lamače"
"StaticItemNames.leggingsNames[296]","Greaves of Dawning","Holenice svítání"
"StaticItemNames.leggingsNames[297]","Crimson Irongreaves","Šarlatové železné holenice"
"StaticItemNames.leggingsNames[298]","Moonguard Leggings","Měsíční strážní nohavice"
"StaticItemNames.leggingsNames[299]","The Stonewall Greaves","Holenice kamenné zdi"
"StaticItemNames.leggingsNames[300]","Greaves of Stone","Kamenné holenice"
"StaticItemNames.leggingsNames[301]","Duskguard Leggings","Soumračné strážní nohavice"
"StaticItemNames.leggingsNames[302]","Ashstriders of Dawn","Popelové chodci úsvitu"
"StaticItemNames.leggingsNames[303]","The Mythril Greaves","Mithrilové holenice"
"StaticItemNames.leggingsNames[304]","Greaves of Mythril","Holenice mithril"
"StaticItemNames.leggingsNames[305]","Stormstriders of Ruin","Bouřní chodci zkázy"
"StaticItemNames.leggingsNames[306]","Ironguard Leggings","Železné strážní nohavice"
"StaticItemNames.leggingsNames[307]","The Adamantine Greaves","Adamantové holenice"
"StaticItemNames.leggingsNames[308]","Greaves of Adamant","Holenice adamantu"
"StaticItemNames.leggingsNames[309]","Voidstriders of Valor","Prázdnotné chodci statečnosti"
"StaticItemNames.leggingsNames[310]","Thunderguard Leggings","Hromové strážní nohavice"
"StaticItemNames.leggingsNames[311]","The Dreadnought Greaves","Holenice dreadnoughtu"
"StaticItemNames.leggingsNames[312]","Greaves of the Dreadnought","Holenice bitevní lodi"
"StaticItemNames.leggingsNames[313]","Frostguard of Dawn","Mrazivý strážce úsvitu"
"StaticItemNames.leggingsNames[314]","Warguard Leggings","Válečné strážní nohavice"
"StaticItemNames.leggingsNames[315]","The Invincible Greaves","Nezničitelné holenice"
"StaticItemNames.leggingsNames[316]","Greaves of the Invincible","Holenice nezničitelného"
"StaticItemNames.leggingsNames[317]","Bloodstriders of Valor","Krvavé chodci statečnosti"
"StaticItemNames.leggingsNames[318]","Shadowstriders of Valor","Stínové chodci statečnosti"
"StaticItemNames.leggingsNames[319]","The Immortal Greaves","Nesmrtelné holenice"
"StaticItemNames.leggingsNames[320]","Greaves of the Immortal","Holenice nesmrtelného"
"StaticItemNames.leggingsNames[321]","Nightstriders of Valor","Noční chodci statečnosti"
"StaticItemNames.leggingsNames[322]","Doomstriders of Night","Záhubní chodci noci"
"StaticItemNames.leggingsNames[323]","The Undying Greaves","Holenice nesmrtelníka"
"StaticItemNames.leggingsNames[324]","Greaves of the Undying","Holenice nesmrtelných"
"StaticItemNames.leggingsNames[325]","Ashguard Leggings","Popelové strážní nohavice"
"StaticItemNames.leggingsNames[326]","Moonstriders of Ruin","Měsíční chodci zkázy"
"StaticItemNames.leggingsNames[327]","The Eternal Greaves","Věčné holenice"
"StaticItemNames.leggingsNames[328]","Greaves of the Eternal","Holenice věčného"
"StaticItemNames.leggingsNames[329]","Stormguard Leggings","Bouřné strážní nohavice"
"StaticItemNames.leggingsNames[330]","Dawnguard of Night","Úsvitový strážce noci"
"StaticItemNames.leggingsNames[331]","The Relentless Greaves","Neúnavné holenice"
"StaticItemNames.leggingsNames[332]","Greaves of the Relentless","Holenice neúnavného"
"StaticItemNames.leggingsNames[333]","Ironstriders of Night","Železní chodci noci"
"StaticItemNames.leggingsNames[334]","Flameguard of Night","Plamenný strážce noci"
"StaticItemNames.leggingsNames[335]","The Unbreakable Greaves","Nezlomitelné holenice"
"StaticItemNames.leggingsNames[336]","Greaves of the Unbreakable","Holenice nezlomitelného"
"StaticItemNames.leggingsNames[337]","Froststriders of Dawn","Mrazivé chodci úsvitu"
"StaticItemNames.leggingsNames[338]","Thunderstriders of Night","Hromové chodci noci"
"StaticItemNames.leggingsNames[339]","The Steadfast Greaves","Pevné holenice"
"StaticItemNames.leggingsNames[340]","Greaves of the Steadfast","Holenice pevného"
"StaticItemNames.leggingsNames[341]","Voidstriders of Ruin","Prázdnotné chodci zkázy"
"StaticItemNames.leggingsNames[342]","Warstriders of Ash","Váleční chodci popele"
"StaticItemNames.leggingsNames[343]","The Resolute Greaves","Odhodlané holenice"
"StaticItemNames.leggingsNames[344]","Greaves of the Resolute","Holenice odhodlaného"
"StaticItemNames.leggingsNames[345]","Bloodguard of Dawn","Krvavý strážce úsvitu"
"StaticItemNames.leggingsNames[346]","Shadowguard of Ruin","Stínový strážce zkázy"
"StaticItemNames.leggingsNames[347]","The Unyielding Greaves","Nepoddajné holenice"
"StaticItemNames.leggingsNames[348]","Greaves of the Unyielding","Holenice nepoddajného"
"StaticItemNames.leggingsNames[349]","Duskstriders of Valor","Soumračné chodci statečnosti"
"StaticItemNames.leggingsNames[350]","Nightguard of Valor","Noční strážce statečnosti"
"StaticItemNames.leggingsNames[351]","The Stalwart Greaves","Statné holenice"
"StaticItemNames.leggingsNames[352]","Greaves of the Stalwart","Holenice statného"
"StaticItemNames.leggingsNames[353]","Crimson Wargreaves","Šarlatové válečné holenice"
"StaticItemNames.leggingsNames[354]","Ashstriders of Ruin","Popelové chodci zkázy"
"StaticItemNames.leggingsNames[355]","The Dauntless Greaves","Neohrozené holenice"
"StaticItemNames.leggingsNames[356]","Greaves of the Dauntless","Holenice neohrozeného"
"StaticItemNames.leggingsNames[357]","Moonguard of Ruin","Měsíční strážce zkázy"
"StaticItemNames.leggingsNames[358]","Doomguard of Night","Záhubný strážce noci"
"StaticItemNames.leggingsNames[359]","The Defiant Greaves","Vzdorné holenice"
"StaticItemNames.leggingsNames[360]","Greaves of the Defiant","Holenice vzdorného"
"StaticItemNames.leggingsNames[361]","Stormstriders of Dawn","Bouřní chodci úsvitu"
"StaticItemNames.leggingsNames[362]","Ironguard of Dawn","Železný strážce úsvitu"
"StaticItemNames.leggingsNames[363]","The Gallant Greaves","Statečné holenice"
"StaticItemNames.leggingsNames[364]","Greaves of the Gallant","Holenice statečného"
"StaticItemNames.leggingsNames[365]","Frostguard of Valor","Mrazivý strážce statečnosti"
"StaticItemNames.leggingsNames[366]","Thunderguard of Ruin","Hromový strážce zkázy"
"StaticItemNames.leggingsNames[367]","The Noble Greaves","Vznešené holenice"
"StaticItemNames.leggingsNames[368]","Greaves of the Noble","Holenice vznešeného"
"StaticItemNames.leggingsNames[369]","Warguard of Valor","Válečný strážce statečnosti"
"StaticItemNames.leggingsNames[370]","Voidguard of Dawn","Prázdnotný strážce úsvitu"
"StaticItemNames.leggingsNames[371]","The Regal Greaves","Královské holenice"
"StaticItemNames.leggingsNames[372]","Greaves of the Regal","Holenice královského"
"StaticItemNames.leggingsNames[373]","Bloodguard of Night","Krvavý strážce noci"
"StaticItemNames.leggingsNames[374]","Flameguard of Ruin","Plamenný strážce zkázy"
"StaticItemNames.leggingsNames[375]","The Kingsgreaves","Holenice krále"
"StaticItemNames.leggingsNames[376]","Greaves of the King","Holenice vladaře"
"StaticItemNames.leggingsNames[377]","Shadowguard of Dawn","Stínový strážce úsvitu"
"StaticItemNames.leggingsNames[378]","Duskguard of Night","Soumračný strážce noci"
"StaticItemNames.leggingsNames[379]","The Queensgreaves","Holenice královny"
"StaticItemNames.leggingsNames[380]","Greaves of the Queen","Holenice vladařky"
"StaticItemNames.leggingsNames[381]","Nightguard of Ruin","Noční strážce zkázy"
"StaticItemNames.leggingsNames[382]","Ashguard of Dawn","Popelový strážce úsvitu"
"StaticItemNames.leggingsNames[383]","The Emperors Greaves","Holenice císaře"
