"key","en","cs"
"StaticItemNames.leggingsNames[68]","Greaves of Silence","Náholenice ticha"
"StaticItemNames.leggingsNames[69]","Moonlegs","Měsíční nohavice"
"StaticItemNames.leggingsNames[70]","Starstriders","Hvězdní kráčeči"
"StaticItemNames.leggingsNames[71]","The Crusader Greaves","Náholenice křižáka"
"StaticItemNames.leggingsNames[72]","Ironstrider Greaves","Náholenice železokráčeče"
"StaticItemNames.leggingsNames[73]","Greaves of the Storm","Náholenice bouře"
"StaticItemNames.leggingsNames[74]","Voidlegs","Nohavice prázdnoty"
"StaticItemNames.leggingsNames[75]","The Fortress Greaves","Náholenice pevnosti"
"StaticItemNames.leggingsNames[76]","Greaves of Defiance","Náholenice vzdoru"
"StaticItemNames.leggingsNames[77]","Nightguard Greaves","Náholenice noční stráže"
"StaticItemNames.leggingsNames[78]","Flameguard Greaves","Plamenné strážní holenice"
"StaticItemNames.leggingsNames[79]","The Bulwark Greaves","Náholenice bašty"
"StaticItemNames.leggingsNames[80]","Duskguard Greaves","Soumračné strážní holenice"
"StaticItemNames.leggingsNames[81]","Greaves of the Void","Náholenice prázdnoty"
"StaticItemNames.leggingsNames[82]","Thunderlegs","Hromové nohavice"
"StaticItemNames.leggingsNames[83]","The Dominator Greaves","Náholenice dominátora"
"StaticItemNames.leggingsNames[84]","Greaves of Ashes","Náholenice popela"
"StaticItemNames.leggingsNames[85]","Frostlegs","Mrazové nohavice"
"StaticItemNames.leggingsNames[86]","Warleggings","Válečné kamaše"
"StaticItemNames.leggingsNames[87]","The Paladin Greaves","Náholenice paladina"
"StaticItemNames.leggingsNames[88]","Shadowguard Greaves","Náholenice stínové stráže"
"StaticItemNames.leggingsNames[89]","Greaves of the Phoenix","Náholenice fénixe"
"StaticItemNames.leggingsNames[90]","Crimson Striders","Šarlatové chodci"
"StaticItemNames.leggingsNames[91]","The Champion Greaves","Náholenice šampiona"
"StaticItemNames.leggingsNames[92]","Ashguard Greaves","Popelové strážní holenice"
"StaticItemNames.leggingsNames[93]","Greaves of Night","Náholenice noci"
"StaticItemNames.leggingsNames[94]","Doomstriders","Záhubní chodci"
"StaticItemNames.leggingsNames[95]","The Warbringer Greaves","Náholenice válečného zvěstovatele"
"StaticItemNames.leggingsNames[96]","Greaves of the Sentinel","Náholenice sentinela"
"StaticItemNames.leggingsNames[97]","Stormguard Greaves","Náholenice bouřní stráže"
"StaticItemNames.leggingsNames[98]","Ironleggings","Železné kamaše"
"StaticItemNames.leggingsNames[99]","The Overlord Greaves","Náholenice vládce"
"StaticItemNames.leggingsNames[100]","Bloodlegs","Krvavé nohy"
"StaticItemNames.leggingsNames[101]","Greaves of Ruin Lost","Náholenice ztracené zkázy"
"StaticItemNames.leggingsNames[102]","Moonguard Greaves","Náholenice měsíční stráže"
"StaticItemNames.leggingsNames[103]","The Paragon Greaves","Náholenice paragona"
"StaticItemNames.leggingsNames[104]","Greaves of Dominion","Náholenice nadvlády"
"StaticItemNames.leggingsNames[105]","Dawnstriders","Úsvitové chodci"
"StaticItemNames.leggingsNames[106]","Voidstrider Greaves","Náholenice prázdnotného kráčeče"
"StaticItemNames.leggingsNames[107]","The Sovereign Greaves","Náholenice vladaře"
"StaticItemNames.leggingsNames[108]","Froststrider Greaves","Náholenice mrazochodce"
"StaticItemNames.leggingsNames[109]","Greaves of the Lost","Náholenice ztraceného"
"StaticItemNames.leggingsNames[110]","Thunderguard Greaves","Náholenice hromové stráže"
"StaticItemNames.leggingsNames[111]","The Conqueror Greaves","Náholenice dobyvatele"
"StaticItemNames.leggingsNames[112]","Greaves of Fire","Náholenice ohně"
"StaticItemNames.leggingsNames[113]","Nightstrider Greaves","Náholenice nočního kráčeče"
"StaticItemNames.leggingsNames[114]","Ashstrider Greaves","Popelové chodcovské holenice"
"StaticItemNames.leggingsNames[115]","The Avenger Greaves","Náholenice mstitele"
"StaticItemNames.leggingsNames[116]","Greaves of Frost","Náholenice mrazu"
"StaticItemNames.leggingsNames[117]","Warstrider Greaves","Náholenice válečného kráčeče"
"StaticItemNames.leggingsNames[118]","Flameleggings","Plamenné nohavice"
"StaticItemNames.leggingsNames[119]","The Archon Greaves","Náholenice archonta"
"StaticItemNames.leggingsNames[120]","Greaves of the Archon","Náholenice archonta"
"StaticItemNames.leggingsNames[121]","Duskstrider Greaves","Soumračné chodcovské holenice"
"StaticItemNames.leggingsNames[122]","Shadowstrider Greaves","Náholenice stínokráčeče"
"StaticItemNames.leggingsNames[123]","The Praetorian Greaves","Náholenice pretoriána"
"StaticItemNames.leggingsNames[124]","Greaves of the Damned","Náholenice zatraceného"
"StaticItemNames.leggingsNames[125]","Ironstriders of Valor","Železokráčeči udatnosti"
"StaticItemNames.leggingsNames[126]","Stormstrider Greaves","Náholenice bouřního kráčeče"
"StaticItemNames.leggingsNames[127]","The Zealot Greaves","Náholenice fanatika"
"StaticItemNames.leggingsNames[128]","Greaves of the Zealot","Náholenice fanatika"
"StaticItemNames.leggingsNames[129]","Moonstrider Greaves","Náholenice měsíčního kráčeče"
"StaticItemNames.leggingsNames[130]","Voidguard Greaves","Náholenice stráže prázdnoty"
"StaticItemNames.leggingsNames[131]","The Centurion Greaves","Náholenice setníka"
"StaticItemNames.leggingsNames[132]","Greaves of Midnight","Náholenice půlnoci"
"StaticItemNames.leggingsNames[133]","Dreadstrider Greaves","Děsivé chodcovské holenice"
"StaticItemNames.leggingsNames[134]","Frostguard Legs","Mrazivé strážní nohy"
"StaticItemNames.leggingsNames[135]","The Berserker Greaves","Náholenice berserkera"
"StaticItemNames.leggingsNames[136]","Greaves of Thunder","Náholenice hromu"
"StaticItemNames.leggingsNames[137]","Warguard Greaves","Náholenice válečné stráže"
"StaticItemNames.leggingsNames[138]","Moonleggings","Měsíční kamaše"
"StaticItemNames.leggingsNames[139]","The Inquisitor Greaves","Náholenice inkvizitora"
"StaticItemNames.leggingsNames[140]","Greaves of the Crusade","Náholenice křížové výpravy"
"StaticItemNames.leggingsNames[141]","Bloodstrider Greaves","Krvavé chodcovské holenice"
"StaticItemNames.leggingsNames[142]","Voidleggings","Kamaše prázdnoty"
"StaticItemNames.leggingsNames[143]","The Gladiator Greaves","Náholenice gladiátora"
"StaticItemNames.leggingsNames[144]","Greaves of the Overlord","Náholenice vládce"
"StaticItemNames.leggingsNames[145]","Duskleggings","Soumračné nohavice"
"StaticItemNames.leggingsNames[146]","Flameguard Legs","Plamenné strážní nohy"
"StaticItemNames.leggingsNames[147]","The Exarch Greaves","Náholenice exarchy"
"StaticItemNames.leggingsNames[148]","Greaves of the Exarch","Náholenice exarchy"
"StaticItemNames.leggingsNames[149]","Stormleggings","Bouřní kamaše"
"StaticItemNames.leggingsNames[150]","Doomguard Greaves","Záhubné strážní holenice"
"StaticItemNames.leggingsNames[151]","The Vindicator Greaves","Náholenice mstitele"
"StaticItemNames.leggingsNames[152]","Greaves of the Dreadlord","Náholenice pána hrůzy"
"StaticItemNames.leggingsNames[153]","Frostleggings","Mrazové kamaše"
"StaticItemNames.leggingsNames[154]","Bloodleggings","Krvavé nohavice"
"StaticItemNames.leggingsNames[155]","The Scion Greaves","Náholenice dědice"
"StaticItemNames.leggingsNames[156]","Greaves of Stars","Náholenice hvězd"
"StaticItemNames.leggingsNames[157]","Warlegs of Dawn","Válečné nohavice úsvitu"
"StaticItemNames.leggingsNames[158]","Thunderleggings","Hromové kamaše"
"StaticItemNames.leggingsNames[159]","The Eidolon Greaves","Náholenice eidolona"
"StaticItemNames.leggingsNames[160]","Greaves of the Wyrm","Náholenice draka"
"StaticItemNames.leggingsNames[161]","Ironlegs of Ruin","Železné nohavice zkázy"
"StaticItemNames.leggingsNames[162]","Flameguard Striders","Plamenní strážní chodci"
"StaticItemNames.leggingsNames[163]","The Hellknight Greaves","Náholenice pekelného rytíře"
"StaticItemNames.leggingsNames[164]","Greaves of the Hellion","Náholenice pekelníka"
"StaticItemNames.leggingsNames[165]","Frostguard Striders","Mrazivé strážní chodci"
"StaticItemNames.leggingsNames[166]","Shadowstriders of Night","Stínokráčeči noci"
"StaticItemNames.leggingsNames[167]","The Oathkeeper Greaves","Náholenice strážce přísahy"
"StaticItemNames.leggingsNames[168]","Greaves of the Oath","Náholenice přísahy"
"StaticItemNames.leggingsNames[169]","Bloodguard Greaves","Krvavé strážní holenice"
"StaticItemNames.leggingsNames[170]","Thunderstriders of Ash","Hromokráčeči popela"
"StaticItemNames.leggingsNames[171]","The Taskmaster Greaves","Náholenice dozorce"
"StaticItemNames.leggingsNames[172]","Greaves of the Runekeeper","Náholenice strážce run"
"StaticItemNames.leggingsNames[173]","Warstriders of Dawn","Váleční kráčeči úsvitu"
"StaticItemNames.leggingsNames[174]","Doomstrider Greaves","Záhubné chodcovské holenice"
"StaticItemNames.leggingsNames[175]","The Stormcaller Greaves","Náholenice vyvolávače bouří"
"StaticItemNames.leggingsNames[176]","Greaves of Storms","Náholenice bouří"
"StaticItemNames.leggingsNames[177]","Duskstriders of Ruin","Soumračné chodci zkázy"
"StaticItemNames.leggingsNames[178]","Nightguard Legs","Nohavice noční stráže"
"StaticItemNames.leggingsNames[179]","The Firelord Greaves","Náholenice pána ohně"
"StaticItemNames.leggingsNames[180]","Greaves of Flame","Náholenice plamene"
"StaticItemNames.leggingsNames[181]","Crimson Strider Greaves","Šarlatové chodcovské holenice"
"StaticItemNames.leggingsNames[182]","Voidstriders of Night","Prázdnotní kráčeči noci"
"StaticItemNames.leggingsNames[183]","The Frostlord Greaves","Náholenice pána mrazu"
"StaticItemNames.leggingsNames[184]","Greaves of the Frostlord","Náholenice pána mrazu"
"StaticItemNames.leggingsNames[185]","Ironlegs of Night","Železné nohavice noci"
"StaticItemNames.leggingsNames[186]","Flamestriders of Ash","Plamenní chodci popele"
"StaticItemNames.leggingsNames[187]","The Stormlord Greaves","Náholenice pána bouří"
"StaticItemNames.leggingsNames[188]","Greaves of the Stormlord","Náholenice pána bouří"
"StaticItemNames.leggingsNames[189]","Starstrider Greaves","Náholenice hvězdného kráčeče"
"StaticItemNames.leggingsNames[190]","Dawnguard Legs","Úsvitové strážní nohy"
"StaticItemNames.leggingsNames[191]","The Doomsayer Greaves","Náholenice zvěstovatele zkázy"
"StaticItemNames.leggingsNames[192]","Greaves of the Doomsayer","Náholenice zvěstovatele zkázy"
"StaticItemNames.leggingsNames[193]","Bloodstriders of Night","Krvavé chodci noci"
"StaticItemNames.leggingsNames[194]","Shadowguard Legs","Nohavice stínové stráže"
"StaticItemNames.leggingsNames[195]","The Stalker Greaves","Náholenice stopaře"
"StaticItemNames.leggingsNames[196]","Greaves of the Stalker","Náholenice stopaře"
"StaticItemNames.leggingsNames[197]","Thunderstriders of Ruin","Hromokráčeči zkázy"
"StaticItemNames.leggingsNames[198]","Warstriders of Night","Váleční kráčeči noci"
"StaticItemNames.leggingsNames[199]","The Demongreaves","Démonické náholenice"
"StaticItemNames.leggingsNames[200]","Greaves of Demons","Náholenice démonů"
"StaticItemNames.leggingsNames[201]","Froststriders of Ruin","Mrazivé chodci zkázy"
"StaticItemNames.leggingsNames[202]","Ashstriders of Dusk","Popelové chodci soumraku"
"StaticItemNames.leggingsNames[203]","The Spiritguard Greaves","Holenice strážců duchů"
"StaticItemNames.leggingsNames[204]","Greaves of Spirits","Holenice duchů"
"StaticItemNames.leggingsNames[205]","Moonstriders of Valor","Měsíční chodci statečnosti"
"StaticItemNames.leggingsNames[206]","Voidstriders of Ash","Prázdnotní chodci popele"
"StaticItemNames.leggingsNames[207]","The Ironclad Greaves","Ocelové holenice"
"StaticItemNames.leggingsNames[208]","Greaves of the Ironclad","Holenice ocelového"
"StaticItemNames.leggingsNames[209]","Stormstriders of Night","Bouřní chodci noci"
"StaticItemNames.leggingsNames[210]","Doomleggings","Záhubné nohavice"
"StaticItemNames.leggingsNames[211]","The Nightlord Greaves","Holenice nočního pána"
"StaticItemNames.leggingsNames[212]","Greaves of the Nightlord","Holenice pána noci"
"StaticItemNames.leggingsNames[213]","Crimson Leggings","Šarlatové nohavice"
"StaticItemNames.leggingsNames[214]","Dreadstriders of Ruin","Děsivé chodci zkázy"
"StaticItemNames.leggingsNames[215]","The Fatebringer Greaves","Holenice nositele osudu"
"StaticItemNames.leggingsNames[216]","Greaves of Fate","Holenice osudu"
"StaticItemNames.leggingsNames[217]","Nightstriders of Ash","Noční chodci popele"
"StaticItemNames.leggingsNames[218]","Flamestriders of Dawn","Plamenní chodci úsvitu"
"StaticItemNames.leggingsNames[219]","The Gravekeeper Greaves","Holenice hrobníka"
"StaticItemNames.leggingsNames[220]","Greaves of the Grave","Holenice hrobu"
"StaticItemNames.leggingsNames[221]","Ironstriders of Ruin","Železní chodci zkázy"
"StaticItemNames.leggingsNames[222]","Bloodstriders of Fury","Krvavé chodci zuřivosti"
"StaticItemNames.leggingsNames[223]","The Siegebreaker Greaves","Holenice přerušovatele obležení"
"StaticItemNames.leggingsNames[224]","Greaves of the Siege","Holenice obležení"
"StaticItemNames.leggingsNames[225]","Duskstriders of Night","Soumračné chodci noci"
"StaticItemNames.leggingsNames[226]","Thunderguard Legs","Hromové strážní nohy"
"StaticItemNames.leggingsNames[227]","The Runelord Greaves","Holenice pána run"
"StaticItemNames.leggingsNames[228]","Greaves of Runes","Holenice run"
"StaticItemNames.leggingsNames[229]","Ashstriders of Night","Popelové chodci noci"
"StaticItemNames.leggingsNames[230]","Starstriders of Night","Hvězdní chodci noci"
"StaticItemNames.leggingsNames[231]","The Dreadseer Greaves","Holenice děsivého věštce"
"StaticItemNames.leggingsNames[232]","Greaves of the Dreadseer","Holenice věštce hrůzy"
"StaticItemNames.leggingsNames[233]","Moonlegs of Valor","Měsíční nohy statečnosti"
"StaticItemNames.leggingsNames[234]","Warguard Legs","Válečné strážní nohy"
"StaticItemNames.leggingsNames[235]","The Steelwarden Greaves","Holenice ocelového strážce"
"StaticItemNames.leggingsNames[236]","Greaves of Steel","Ocelové holenice"
"StaticItemNames.leggingsNames[237]","Froststriders of Night","Mrazivé chodci noci"
"StaticItemNames.leggingsNames[238]","Shadowstriders of Ruin","Stínové chodci zkázy"
"StaticItemNames.leggingsNames[239]","The Bonekeeper Greaves","Holenice strážce kostí"
"StaticItemNames.leggingsNames[240]","Greaves of the Bonekeeper","Holenice kostního strážce"
"StaticItemNames.leggingsNames[241]","Stormguard Legs","Bouřné strážní nohy"
"StaticItemNames.leggingsNames[242]","Voidstriders of Fury","Prázdnotné chodci zuřivosti"
"StaticItemNames.leggingsNames[243]","The Duskwarden Greaves","Holenice soumračného strážce"
"StaticItemNames.leggingsNames[244]","Greaves of Dusk","Holenice soumraku"
"StaticItemNames.leggingsNames[245]","Dawnstriders of Valor","Úsvitové chodci statečnosti"
"StaticItemNames.leggingsNames[246]","Flameguard Leggings","Plamenné strážní nohavice"
"StaticItemNames.leggingsNames[247]","The Lichguard Greaves","Holenice strážce licha"
"StaticItemNames.leggingsNames[248]","Greaves of the Lich","Holenice licha"
"StaticItemNames.leggingsNames[249]","Ironguard Legs","Železné strážní nohy"
"StaticItemNames.leggingsNames[250]","Bloodguard Legs","Krvavé strážní nohy"
"StaticItemNames.leggingsNames[251]","The Soulkeeper Greaves","Holenice strážce duší"
"StaticItemNames.leggingsNames[252]","Greaves of Souls","Holenice duší"
"StaticItemNames.leggingsNames[253]","Thunderstriders of Valor","Hromové chodci statečnosti"
"StaticItemNames.leggingsNames[254]","Nightstriders of Dusk","Noční chodci soumraku"
"StaticItemNames.leggingsNames[255]","The Ebongreaves","Eben holenice"
"StaticItemNames.leggingsNames[256]","Greaves of Ebony","Holenice z ebenu"
"StaticItemNames.leggingsNames[257]","Ashstriders of Valor","Popelové chodci statečnosti"
"StaticItemNames.leggingsNames[258]","Dreadguard Greaves","Děsivé strážní holenice"
"StaticItemNames.leggingsNames[259]","The Tombkeeper Greaves","Holenice hrobního strážce"
"StaticItemNames.leggingsNames[260]","Greaves of the Tomb","Holenice hrobu"
"StaticItemNames.leggingsNames[261]","Doomguard Legs","Záhubné strážní nohy"
"StaticItemNames.leggingsNames[262]","Crimson Legguards","Šarlatové chrániče nohou"
"StaticItemNames.leggingsNames[263]","The Dawnwarden Greaves","Holenice úsvitového strážce"
"StaticItemNames.leggingsNames[264]","Greaves of the Dawnwarden","Holenice strážce úsvitu"
"StaticItemNames.leggingsNames[265]","Warlegs of Night","Válečné nohy noci"
"StaticItemNames.leggingsNames[266]","Frostguard Leggings","Mrazivé strážní nohavice"
"StaticItemNames.leggingsNames[267]","The Stargazer Greaves","Holenice hvězdáře"
"StaticItemNames.leggingsNames[268]","Greaves of the Stargazer","Holenice pozorovatele hvězd"
"StaticItemNames.leggingsNames[269]","Moonguard Legs","Měsíční strážní nohy"
"StaticItemNames.leggingsNames[270]","Shadowguard Leggings","Stínové strážní nohavice"
"StaticItemNames.leggingsNames[271]","The Abyssal Greaves","Propastné holenice"
"StaticItemNames.leggingsNames[272]","Greaves of the Abyssal","Holenice propasti"
"StaticItemNames.leggingsNames[273]","Ironheart Greaves","Holenice železného srdce"
"StaticItemNames.leggingsNames[274]","Ashguard Legs","Popelové strážní nohy"
"StaticItemNames.leggingsNames[275]","The Dragon Greaves","Dračí holenice"
"StaticItemNames.leggingsNames[276]","Greaves of Dragons","Holenice draků"
"StaticItemNames.leggingsNames[277]","Stormstriders of Valor","Bouřní chodci statečnosti"
"StaticItemNames.leggingsNames[278]","Voidguard Legs","Prázdnotné strážní nohy"
"StaticItemNames.leggingsNames[279]","The Wyvern Greaves","Vyvernové holenice"
"StaticItemNames.leggingsNames[280]","Greaves of the Wyvern","Holenice wyverna"
"StaticItemNames.leggingsNames[281]","Thunderstriders of Dawn","Hromové chodci úsvitu"
"StaticItemNames.leggingsNames[282]","Dawnguard Leggings","Úsvitové strážní nohavice"
"StaticItemNames.leggingsNames[283]","The Golem Greaves","Golemové holenice"
"StaticItemNames.leggingsNames[284]","Greaves of the Golem","Holenice golema"
"StaticItemNames.leggingsNames[285]","Froststriders of Valor","Mrazivé chodci statečnosti"
"StaticItemNames.leggingsNames[286]","Bloodguard Leggings","Krvavé strážní nohavice"
"StaticItemNames.leggingsNames[287]","The Valor Greaves","Holenice statečnosti"
"StaticItemNames.leggingsNames[288]","Greaves of Eternity Lost","Holenice ztracené věčnosti"
"StaticItemNames.leggingsNames[289]","Warstriders of Valor","Váleční chodci statečnosti"
"StaticItemNames.leggingsNames[290]","Doomguard Leggings","Záhubné strážní nohavice"
"StaticItemNames.leggingsNames[291]","The Shadowbane Greaves","Holenice zhoubce stínů"
"StaticItemNames.leggingsNames[292]","Greaves of the Shadowbane","Holenice stínové zhouby"
"StaticItemNames.leggingsNames[293]","Nightguard Leggings","Noční strážní nohavice"
"StaticItemNames.leggingsNames[294]","Flameguard of Valor","Plamenný strážce statečnosti"
"StaticItemNames.leggingsNames[295]","The Dawnbreaker Greaves","Holenice úsvitového lamače"
"StaticItemNames.leggingsNames[296]","Greaves of Dawning","Holenice svítání"
